	Sample	FileType	ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	In_CARD
Tub.59-k141_365391_1-18..402	Tub.59	Probable	ROSA	18	402	k141_365391_1	fosmidomycin	ZP_04631862|FEATURES|rosA|fosmidomycin|rosA	0.998931923	62.8	387	467	7.99e-165	1	NA
Tub.85-k141_230342_1-283..1154	Tub.85	Probable	RPOB2	283	1154	k141_230342_1	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.986839551	55.5	989	991	0	1	NA
Tub.4-k141_177393_1-3..78	Tub.4	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	78	k141_177393_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.797200954	51.3	76	68.6	1.13e-15	1	NA
Tub.4-k141_177393_1-3..78	Tub.4	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	78	k141_177393_1	peptide	undefined	0.100653035	51.3	76	68.6	1.13e-15	1	NA
Tub.110-k141_219667_1-19..224	Tub.110	Potential	MTRA	19	224	k141_219667_1	aminoglycoside	undefined	0.563599764	53.1	207	212	1.80e-69	1	NA
Tub.110-k141_219667_1-19..224	Tub.110	Potential_loser	MTRA	19	224	k141_219667_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.265559505	53.1	207	212	1.80e-69	1	NA
Tub.16-k141_211414_2-6..310	Tub.16	Potential	OLEC	6	310	k141_211414_2	tetracycline	undefined	0.8877965	50.2	305	281	2.67e-94	1	NA
Tub.16-k141_211414_2-6..310	Tub.16	Potential_loser	OLEC	6	310	k141_211414_2	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.071192961	50.2	305	281	2.67e-94	1	NA
Tub.11-k141_11615_5-7..81	Tub.11	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	81	k141_11615_5	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.893762936	52	75	80.5	2.67e-20	1	NA
Tub.11-k141_11615_5-7..81	Tub.11	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	81	k141_11615_5	peptide	undefined	0.055288383	52	75	80.5	2.67e-20	1	NA
Tub.104-k141_597205_2-7..224	Tub.104	Potential	MTRA	7	224	k141_597205_2	aminoglycoside	undefined	0.424204861	50.2	223	205	3.07e-67	1	NA
Tub.104-k141_597205_2-7..224	Tub.104	Potential_loser	MTRA	7	224	k141_597205_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.275935224	50.2	223	205	3.07e-67	1	NA
Tub.94-k141_341017_1-33..361	Tub.94	Probable	EFRB	33	361	k141_341017_1	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.858829418	51	337	327	9.28e-111	1	NA
Tub.94-k141_341017_1-33..361	Tub.94	Potential_loser	EFRB	33	361	k141_341017_1	aminoglycoside	undefined	0.073815627	51	337	327	9.28e-111	1	NA
Tub.88-k141_54049_4-3..1025	Tub.88	Potential	ACRB	3	1025	k141_54049_4	multidrug	gi:446414955:ref:WP_000492810.1:|FEATURES|acrB|multidrug|acrB	0.70680238	57	1044	1092	0	1	NA
Tub.88-k141_54049_4-3..1025	Tub.88	Potential_loser	ACRB	3	1025	k141_54049_4	aminoglycoside	undefined	0.231274506	57	1044	1092	0	1	NA
Tub.18-k141_535245_2-6..143	Tub.18	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	6	143	k141_535245_2	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.999601198	60.1	138	177	2.33e-58	1	NA
Tub.18-k141_549549_1-2..117	Tub.18	Potential	ADP-RIBOSYLATING_TRANSFERASE_ARR	2	117	k141_549549_1	multidrug	undefined	0.37410118	79.3	116	198	3.76e-67	1	NA
Tub.18-k141_549549_1-2..117	Tub.18	Potential_loser	ADP-RIBOSYLATING_TRANSFERASE_ARR	2	117	k141_549549_1	rifamycin	AL939114.1.orf1.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.187235663	79.3	116	198	3.76e-67	1	NA
Tub.58-k141_382150_2-33..374	Tub.58	Probable	MEXE	33	374	k141_382150_2	multidrug	gi:696364907:ref:WP_032939988.1:|FEATURES|mexE|multidrug|mexE	0.99179081	50.3	346	295	1.65e-96	1	NA
Tub.4-k141_932865_1-1..112	Tub.4	Potential	RBPA	1	112	k141_932865_1	peptide	undefined	0.257449706	51.3	113	114	7.91e-32	1	NA
Tub.4-k141_932865_1-1..112	Tub.4	Potential_loser	RBPA	1	112	k141_932865_1	multidrug	undefined	0.22525133	51.3	113	114	7.91e-32	1	NA
Tub.58-k141_42111_7-1..1046	Tub.58	Probable	MEXF	1	1046	k141_42111_7	multidrug	gi:505289664:ref:WP_015476766.1:|FEATURES|mexF|multidrug|mexF	0.993517423	66.8	1047	1320	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.12-k141_270760_1-7..150	Tub.12	Probable	ARR-4	7	150	k141_270760_1	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999742272	59.7	144	194	4.49e-65	1	NA
Tub.59-k141_499330_2-1..224	Tub.59	Probable	KDPE	1	224	k141_499330_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.988194436	62.6	227	296	5.92e-103	1	NA
Tub.59-k141_435155_1-5..513	Tub.59	Probable	EMRB	5	513	k141_435155_1	multidrug	gi:828164785:ref:WP_047255785.1:|FEATURES|emrB|multidrug|emrB	0.991784948	51.8	512	515	1.75e-180	1	NA
Tub.12-k141_407604_3-1..393	Tub.12	Probable	TETA	1	393	k141_407604_3	tetracycline	gi:947880287:ref:WP_056540658.1:|FEATURES|tetA|tetracycline|tetA	0.999998257	57.8	393	445	1.24e-156	1	tetracycline antibiotic
Tub.83-k141_446249_1-3..119	Tub.83	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	119	k141_446249_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.303569279	50	118	115	2.78e-33	1	NA
Tub.83-k141_446249_1-3..119	Tub.83	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	119	k141_446249_1	aminoglycoside	undefined	0.301497731	50	118	115	2.78e-33	1	NA
Tub.82-k141_167768_2-7..315	Tub.82	Probable	PMRF	7	315	k141_167768_2	peptide	AAC75314.1|FEATURES|PmrF|peptide|PmrF	0.87584906	50.8	309	290	4.76e-98	1	NA
Tub.82-k141_167768_2-7..315	Tub.82	Potential_loser	PMRF	7	315	k141_167768_2	fosfomycin	undefined	0.026187096	50.8	309	290	4.76e-98	1	NA
Tub.107-k141_79921_1-9..81	Tub.107	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	9	81	k141_79921_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.907569824	53.4	73	81.3	1.35e-20	1	NA
Tub.88-k141_190740_2-1..163	Tub.88	Potential	CAMP-REGULATORY_PROTEIN	1	163	k141_190740_2	unclassified	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.376124476	50.6	168	174	1.16e-55	1	NA
Tub.88-k141_190740_2-1..163	Tub.88	Potential_loser	CAMP-REGULATORY_PROTEIN	1	163	k141_190740_2	aminoglycoside	undefined	0.185824666	50.6	168	174	1.16e-55	1	NA
Tub.83-k141_335839_2-7..143	Tub.83	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	7	143	k141_335839_2	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.999662088	75.9	137	226	1.08e-77	1	NA
Tub.31-k141_270697_1-14..81	Tub.31	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	14	81	k141_270697_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.790502573	50	68	70.5	2.05e-18	1	NA
Tub.31-k141_270697_1-14..81	Tub.31	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	14	81	k141_270697_1	peptide	undefined	0.103620275	50	68	70.5	2.05e-18	1	NA
Tub.51-k141_126272_1-23..384	Tub.51	Potential	OQXA	23	384	k141_126272_1	multidrug	YP_001693237.1|FEATURES|oqxA|multidrug|oqxA	0.705539117	64.6	362	446	2.70e-157	1	NA
Tub.51-k141_126272_1-23..384	Tub.51	Potential_loser	OQXA	23	384	k141_126272_1	peptide	undefined	0.062720494	64.6	362	446	2.70e-157	1	NA
Tub.83-k141_25685_8-1..1025	Tub.83	Potential	MUXB	1	1025	k141_25685_8	aminocoumarin	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.726156411	64.6	1025	1250	0	1	NA
Tub.83-k141_25685_8-1..1025	Tub.83	Potential_loser	MUXB	1	1025	k141_25685_8	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.249490909	64.6	1025	1250	0	1	NA
Tub.105-k141_452490_2-3..107	Tub.105	Potential	EMRE	3	107	k141_452490_2	aminoglycoside	undefined	0.355838805	50.5	105	91.7	7.16e-26	1	NA
Tub.105-k141_452490_2-3..107	Tub.105	Potential_loser	EMRE	3	107	k141_452490_2	peptide	undefined	0.239358755	50.5	105	91.7	7.16e-26	1	NA
Tub.85-k141_204001_8-5..224	Tub.85	Probable	KDPE	5	224	k141_204001_8	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.988194436	64.3	224	305	2.38e-106	1	NA
Tub.105-k141_186846_3-2..150	Tub.105	Probable	AAC(6')-I	2	150	k141_186846_3	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.989469983	50.3	157	152	3.08e-48	1	NA
Tub.31-k141_90839_2-20..223	Tub.31	Probable	KDPE	20	223	k141_90839_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.946494642	51	206	191	7.67e-62	1	NA
Tub.82-k141_30820_6-13..466	Tub.82	Probable	OPRA	13	466	k141_30820_6	multidrug	BAM10414.1|FEATURES|OprA|multidrug|OprA	0.968626711	50.4	460	389	2.37e-132	1	NA
Tub.82-k141_349258_4-6..500	Tub.82	Probable	EMRB	6	500	k141_349258_4	multidrug	gi:835413504:ref:WP_047499457.1:|FEATURES|emrB|multidrug|emrB	0.997104355	51.7	495	493	1.62e-171	1	NA
Tub.82-k141_90035_6-1..1057	Tub.82	Probable	MEXF	1	1057	k141_90035_6	multidrug	gi:504907940:ref:WP_015095042.1:|FEATURES|mexF|multidrug|mexF	0.9999996	68.9	1057	1375	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.34-k141_711133_2-1..103	Tub.34	Potential	RBPA	1	103	k141_711133_2	peptide	undefined	0.252348417	51	104	97.1	1.02e-27	1	NA
Tub.34-k141_711133_2-1..103	Tub.34	Potential_loser	RBPA	1	103	k141_711133_2	multidrug	undefined	0.223883621	51	104	97.1	1.02e-27	1	NA
Tub.51-k141_278888_2-6..225	Tub.51	Potential	MTRA	6	225	k141_278888_2	aminoglycoside	undefined	0.504050603	55.9	222	239	2.91e-80	1	NA
Tub.51-k141_278888_2-6..225	Tub.51	Potential_loser	MTRA	6	225	k141_278888_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.272350757	55.9	222	239	2.91e-80	1	NA
Tub.4-k141_9261_1-9..265	Tub.4	Probable	BACA	9	265	k141_9261_1	bacitracin	ZP_04577926|FEATURES|bacA|bacitracin|bacA	0.985853462	64	258	331	2.15e-115	1	NA
Tub.11-k141_133097_2-21..492	Tub.11	Potential	PUROMYCIN_RESISTANCE_PROTEIN	21	492	k141_133097_2	nucleoside	P42670|FEATURES|puromycin_resistance_protein|nucleoside|puromycin_resistance_protein	0.6686821	52	479	451	7.47e-155	1	NA
Tub.11-k141_133097_2-21..492	Tub.11	Potential_loser	PUROMYCIN_RESISTANCE_PROTEIN	21	492	k141_133097_2	multidrug	undefined	0.216556419	52	479	451	7.47e-155	1	NA
Tub.16-k141_471792_3-29..525	Tub.16	Probable	MULTIDRUG_ABC_TRANSPORTER	29	525	k141_471792_3	multidrug	gi:917166849:ref:WP_051773561.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.997448188	56.3	499	523	6.44e-182	1	NA
Tub.104-k141_409375_3-40..1150	Tub.104	Probable	RPOB2	40	1150	k141_409375_3	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.980276603	58.4	1141	1241	0	1	NA
Tub.83-k141_424617_1-16..238	Tub.83	Probable	SUL2	16	238	k141_424617_1	sulfonamide	gi:916164813:ref:WP_050960181.1:|FEATURES|sul2|sulfonamide|sul2	0.982803377	59	229	242	5.13e-81	1	NA
Tub.83-k141_725306_2-8..81	Tub.83	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_725306_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.854153707	51.4	74	75.9	1.70e-18	1	NA
Tub.83-k141_725306_2-8..81	Tub.83	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_725306_2	peptide	undefined	0.074514685	51.4	74	75.9	1.70e-18	1	NA
Tub.10-k141_573645_1-4..195	Tub.10	Potential	MTRA	4	195	k141_573645_1	aminoglycoside	undefined	0.532706386	72.4	192	276	9.26e-96	1	NA
Tub.10-k141_573645_1-4..195	Tub.10	Potential_loser	MTRA	4	195	k141_573645_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.269577269	72.4	192	276	9.26e-96	1	NA
Tub.23-k141_85971_2-2..287	Tub.23	Potential	EMRA	2	287	k141_85971_2	multidrug	gi:838616135:gb:KLW00339.1:|FEATURES|emrA|multidrug|emrA	0.332992199	50	286	257	5.14e-84	1	NA
Tub.23-k141_85971_2-2..287	Tub.23	Potential_loser	EMRA	2	287	k141_85971_2	peptide	undefined	0.170137349	50	286	257	5.14e-84	1	NA
Tub.31-k141_280619_6-1..1032	Tub.31	Potential	ACRB	1	1032	k141_280619_6	multidrug	gi:727178815:ref:WP_033642107.1:|FEATURES|acrB|multidrug|acrB	0.677161227	59	1032	1159	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.31-k141_280619_6-1..1032	Tub.31	Potential_loser	ACRB	1	1032	k141_280619_6	aminoglycoside	undefined	0.135727905	59	1032	1159	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.70-k141_8130_1-10..136	Tub.70	Probable	GOLS	10	136	k141_8130_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	51.2	127	126	1.49e-38	1	NA
Tub.1-k141_299365_3-2..228	Tub.1	Probable	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	2	228	k141_299365_3	unclassified	CP000647.1.gene4257.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR	0.841908925	50	228	214	2.02e-70	1	NA
Tub.1-k141_299365_3-2..228	Tub.1	Potential_loser	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	2	228	k141_299365_3	aminoglycoside	undefined	0.055541182	50	228	214	2.02e-70	1	NA
Tub.85-k141_810914_1-21..247	Tub.85	Probable	BACA	21	247	k141_810914_1	bacitracin	ZP_04577926|FEATURES|bacA|bacitracin|bacA	0.952205894	75	228	329	2.00e-115	1	NA
Tub.105-k141_70163_2-3..128	Tub.105	Probable	BLEOMYCIN_RESISTANCE_PROTEIN	3	128	k141_70163_2	glycopeptide	gi:452754543:emb:CCP89775.1:|FEATURES|bleomycin_resistance_protein|glycopeptide|bleomycin_resistance_protein	0.999370601	51.2	129	140	6.41e-44	1	NA
Tub.64-k141_208949_1-1..128	Tub.64	Probable	GOLS	1	128	k141_208949_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997710188	59.4	128	156	4.17e-50	1	NA
Tub.15-k141_166682_1-2..119	Tub.15	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	2	119	k141_166682_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.319376255	50	118	123	3.80e-37	1	NA
Tub.15-k141_166682_1-2..119	Tub.15	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	2	119	k141_166682_1	aminoglycoside	undefined	0.296999271	50	118	123	3.80e-37	1	NA
Tub.15-k141_78323_1-1..109	Tub.15	Potential	RBPA	1	109	k141_78323_1	peptide	undefined	0.262488561	60.9	110	144	2.53e-46	1	NA
Tub.15-k141_78323_1-1..109	Tub.15	Potential_loser	RBPA	1	109	k141_78323_1	multidrug	undefined	0.228180259	60.9	110	144	2.53e-46	1	NA
Tub.26-k141_446474_1-7..78	Tub.26	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_446474_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.791468745	50	72	61.6	3.08e-14	1	NA
Tub.26-k141_446474_1-7..78	Tub.26	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_446474_1	peptide	undefined	0.103193556	50	72	61.6	3.08e-14	1	NA
Tub.104-k141_119828_13-2..150	Tub.104	Probable	AAC(6')-I	2	150	k141_119828_13	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.98797584	50.3	157	152	3.08e-48	1	NA
Tub.85-k141_247873_2-5..214	Tub.85	Probable	VATF	5	214	k141_247873_2	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.967988958	53.8	210	246	1.14e-83	1	NA
Tub.34-k141_544243_2-7..139	Tub.34	Potential	DFRA22	7	139	k141_544243_2	peptide	undefined	0.341713828	51.9	133	133	1.18e-40	1	NA
Tub.34-k141_544243_2-7..139	Tub.34	Potential_loser	DFRA22	7	139	k141_544243_2	multidrug	undefined	0.141965518	51.9	133	133	1.18e-40	1	NA
Tub.88-k141_90878_1-1..277	Tub.88	Potential	BACA	1	277	k141_90878_1	peptide	undefined	0.273015893	51.1	278	239	2.25e-79	1	NA
Tub.88-k141_90878_1-1..277	Tub.88	Potential_loser	BACA	1	277	k141_90878_1	multidrug	undefined	0.225436924	51.1	278	239	2.25e-79	1	NA
Tub.30-k141_595831_1-7..224	Tub.30	Potential	MTRA	7	224	k141_595831_1	aminoglycoside	undefined	0.591164137	50	222	207	1.98e-67	1	NA
Tub.30-k141_595831_1-7..224	Tub.30	Potential_loser	MTRA	7	224	k141_595831_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261294015	50	222	207	1.98e-67	1	NA
Tub.51-k141_110995_7-4..222	Tub.51	Probable	KDPE	4	222	k141_110995_7	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.977508667	52.5	219	242	1.34e-81	1	NA
Tub.64-k141_328546_1-4..80	Tub.64	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	k141_328546_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.893618953	50.6	77	79.7	2.89e-21	1	NA
Tub.64-k141_328546_1-4..80	Tub.64	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	k141_328546_1	peptide	undefined	0.055359505	50.6	77	79.7	2.89e-21	1	NA
Tub.31-k141_90317_1-9..387	Tub.31	Probable	AMPC	9	387	k141_90317_1	beta-lactam	AAF86692|FEATURES|ampC|beta-lactam|ampC	0.802195395	57.9	382	437	1.11e-153	1	NA
Tub.31-k141_90317_1-9..387	Tub.31	Potential_loser	AMPC	9	387	k141_90317_1	glycopeptide	undefined	0.077084133	57.9	382	437	1.11e-153	1	NA
Tub.82-k141_162953_11-1..651	Tub.82	Potential	ARNA	1	651	k141_162953_11	peptide	undefined	0.856391287	62.9	652	862	2.51e-312	1	NA
Tub.82-k141_162953_11-1..651	Tub.82	Potential_loser	ARNA	1	651	k141_162953_11	glycopeptide	undefined	0.053509103	62.9	652	862	2.51e-312	1	NA
Tub.94-k141_160972_2-5..222	Tub.94	Probable	KDPE	5	222	k141_160972_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.985054925	52.8	218	228	5.05e-76	1	NA
Tub.18-k141_254119_1-10..243	Tub.18	Probable	TLRB_CONFERRING_TYLOSIN_RESISTANCE	10	243	k141_254119_1	MLS	AAD12162.1|FEATURES|tlrB_conferring_tylosin_resistance|MLS|tlrB_conferring_tylosin_resistance	0.967966884	50.9	234	201	2.18e-64	1	NA
Tub.31-k141_195408_1-1..877	Tub.31	Potential	ACRF	1	877	k141_195408_1	peptide	undefined	0.252174385	50.3	896	787	8.21e-274	1	NA
Tub.31-k141_195408_1-1..877	Tub.31	Potential_loser	ACRF	1	877	k141_195408_1	aminoglycoside	undefined	0.240944755	50.3	896	787	8.21e-274	1	NA
Tub.18-k141_451131_1-1..146	Tub.18	Probable	GOLS	1	146	k141_451131_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996168714	51.4	146	138	6.61e-43	1	NA
Tub.58-k141_246492_1-74..1122	Tub.58	Probable	RPOB2	74	1122	k141_246492_1	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.962721502	50.1	1059	988	0	1	NA
Tub.58-k141_269083_1-3..118	Tub.58	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	118	k141_269083_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.336712569	53.4	118	122	4.81e-36	1	NA
Tub.58-k141_269083_1-3..118	Tub.58	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	118	k141_269083_1	aminoglycoside	undefined	0.291615336	53.4	118	122	4.81e-36	1	NA
Tub.58-k141_618946_2-9..473	Tub.58	Potential	OPME	9	473	k141_618946_2	multidrug	BAE06009.1|FEATURES|opmE|multidrug|opmE	0.471926724	73.3	469	618	1.31e-221	1	NA
Tub.58-k141_618946_2-9..473	Tub.58	Potential_loser	OPME	9	473	k141_618946_2	aminoglycoside	undefined	0.16295828	73.3	469	618	1.31e-221	1	NA
Tub.58-k141_555466_1-71..1014	Tub.58	Potential	ACRB	71	1014	k141_555466_1	multidrug	YP_002240037|FEATURES|acrB|multidrug|acrB	0.713120996	68.5	944	1243	0	1	NA
Tub.58-k141_555466_1-71..1014	Tub.58	Potential_loser	ACRB	71	1014	k141_555466_1	aminoglycoside	undefined	0.200043598	68.5	944	1243	0	1	NA
Tub.16-k141_146248_2-13..101	Tub.16	Potential	ABES	13	101	k141_146248_2	aminoglycoside	undefined	0.391141888	50.6	89	96.7	5.97e-28	1	NA
Tub.16-k141_146248_2-13..101	Tub.16	Potential_loser	ABES	13	101	k141_146248_2	multidrug	NC_010410.6003348.p01|FEATURES|abeS|multidrug|abeS	0.309766934	50.6	89	96.7	5.97e-28	1	NA
Tub.85-k141_478733_3-1..505	Tub.85	Probable	QEPA	1	505	k141_478733_3	fluoroquinolone	gi:1039291348:ref:WP_064768701.1:|FEATURES|qepA|fluoroquinolone|qepA	0.985910137	50.2	508	438	2.06e-150	1	NA
Tub.85-k141_538281_2-8..280	Tub.85	Potential	BACA	8	280	k141_538281_2	peptide	undefined	0.272201629	51.1	274	241	4.36e-80	1	NA
Tub.85-k141_538281_2-8..280	Tub.85	Potential_loser	BACA	8	280	k141_538281_2	multidrug	undefined	0.224687571	51.1	274	241	4.36e-80	1	NA
Tub.51-k141_111236_1-1..126	Tub.51	Probable	GOLS	1	126	k141_111236_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997567425	57.9	126	151	1.36e-48	1	NA
Tub.18-k141_166232_2-17..388	Tub.18	Potential	OQXA	17	388	k141_166232_2	multidrug	YP_001693237.1|FEATURES|oqxA|multidrug|oqxA	0.428329869	53.1	382	363	2.13e-124	1	NA
Tub.18-k141_166232_2-17..388	Tub.18	Potential_loser	OQXA	17	388	k141_166232_2	aminoglycoside	undefined	0.213048307	53.1	382	363	2.13e-124	1	NA
Tub.11-k141_220428_4-15..218	Tub.11	Probable	VATF	15	218	k141_220428_4	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.999999892	52.7	205	224	4.60e-75	1	NA
Tub.51-k141_104150_2-17..109	Tub.51	Potential	RBPA	17	109	k141_104150_2	peptide	undefined	0.257154224	52.6	95	89.7	4.13e-25	1	NA
Tub.51-k141_104150_2-17..109	Tub.51	Potential_loser	RBPA	17	109	k141_104150_2	multidrug	undefined	0.225205868	52.6	95	89.7	4.13e-25	1	NA
Tub.105-k141_558309_1-33..171	Tub.105	Probable	ERM(37)	33	171	k141_558309_1	MLS	CCP44758.1|FEATURES|Erm(37)|MLS|Erm(37)	0.999697088	52.4	147	131	4.61e-40	1	NA
Tub.105-k141_499383_15-38..1153	Tub.105	Probable	RPOB2	38	1153	k141_499383_15	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.990760674	67.1	1123	1459	0	1	NA
Tub.4-k141_801292_5-18..326	Tub.4	Probable	TETA(48)	18	326	k141_801292_5	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.996838663	51.1	311	291	5.78e-98	1	NA
Tub.4-k141_353940_2-9..244	Tub.4	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	244	k141_353940_2	aminoglycoside	ZP_02902942|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.999999737	50.4	236	219	6.43e-72	1	NA
Tub.85-k141_256606_28-1..126	Tub.85	Probable	GOLS	1	126	k141_256606_28	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.993605986	53.2	126	124	1.43e-37	1	NA
Tub.88-k141_156524_2-1..143	Tub.88	Probable	GOLS	1	143	k141_156524_2	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997775616	56.2	146	155	3.50e-49	1	NA
Tub.11-k141_314613_1-1..196	Tub.11	Probable	KDPE	1	196	k141_314613_1	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.945340175	50.7	201	176	3.34e-56	1	NA
Tub.15-k141_281205_1-6..78	Tub.15	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	6	78	k141_281205_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.859230425	51.4	74	73.6	1.14e-17	1	NA
